"species" "ID" "n"
"39463" "ChumSalmon" "54821_110" 1
"39464" "ChumSalmon" "54828_61" 1
"39465" "ChumSalmon" "54829_108" 1
"39466" "ChumSalmon" "54831_91" 1
"39467" "ChumSalmon" "54832_15" 1
"39468" "ChumSalmon" "54837_133" 1
"39469" "ChumSalmon" "54843_58" 1
"39470" "ChumSalmon" "54843_62" 1
"39471" "ChumSalmon" "54844_133" 1
"39472" "ChumSalmon" "54846_125" 1
"39473" "ChumSalmon" "54847_77" 1
"39474" "ChumSalmon" "54848_110" 1
"39475" "ChumSalmon" "5485_116" 1
"39476" "ChumSalmon" "54852_129" 1
"39477" "ChumSalmon" "54852_36" 1
"39478" "ChumSalmon" "54852_88" 1
"39479" "ChumSalmon" "54853_116" 1
"39480" "ChumSalmon" "54853_29" 1
"39481" "ChumSalmon" "54855_78" 1
"39482" "ChumSalmon" "54864_110" 1
"39483" "ChumSalmon" "5487_123" 1
"39484" "ChumSalmon" "54871_27" 1
"39485" "ChumSalmon" "54873_14" 1
"39486" "ChumSalmon" "54874_135" 1
"39487" "ChumSalmon" "54876_37" 1
"39488" "ChumSalmon" "54878_58" 1
"39489" "ChumSalmon" "54883_31" 1
"39490" "ChumSalmon" "54883_50" 1
"39491" "ChumSalmon" "54884_117" 1
"39492" "ChumSalmon" "54884_44" 1
"39493" "ChumSalmon" "54889_126" 1
"39494" "ChumSalmon" "54893_32" 1
"39495" "ChumSalmon" "54893_90" 1
"39496" "ChumSalmon" "54903_52" 1
"39497" "ChumSalmon" "54907_109" 1
"39498" "ChumSalmon" "5491_55" 1
"39499" "ChumSalmon" "54918_40" 1
"39500" "ChumSalmon" "54922_37" 1
"39501" "ChumSalmon" "54925_132" 1
"39502" "ChumSalmon" "54927_61" 1
"39503" "ChumSalmon" "54942_104" 1
"39504" "ChumSalmon" "54943_20" 1
"39505" "ChumSalmon" "54953_108" 1
"39506" "ChumSalmon" "54953_22" 1
"39507" "ChumSalmon" "54954_88" 1
"39508" "ChumSalmon" "54958_137" 1
"39509" "ChumSalmon" "54958_6" 1
"39510" "ChumSalmon" "54960_26" 1
"39511" "ChumSalmon" "54961_124" 1
"39512" "ChumSalmon" "54961_137" 1
"39513" "ChumSalmon" "54964_107" 1
"39514" "ChumSalmon" "54966_139" 1
"39515" "ChumSalmon" "54967_80" 1
"39516" "ChumSalmon" "5497_11" 1
"39517" "ChumSalmon" "5497_15" 1
"39518" "ChumSalmon" "54973_47" 1
"39519" "ChumSalmon" "54975_58" 1
"39520" "ChumSalmon" "54977_129" 1
"39521" "ChumSalmon" "54979_106" 1
"39522" "ChumSalmon" "54979_55" 1
"39523" "ChumSalmon" "54983_126" 1
"39524" "ChumSalmon" "54984_70" 1
"39525" "ChumSalmon" "54986_136" 1
"39526" "ChumSalmon" "5499_89" 1
"39527" "ChumSalmon" "54990_26" 1
"39528" "ChumSalmon" "54998_71" 1
"39529" "ChumSalmon" "54998_9" 1
"39530" "ChumSalmon" "54999_63" 1
"39531" "ChumSalmon" "55012_57" 1
"39532" "ChumSalmon" "55015_116" 1
"39533" "ChumSalmon" "55015_58" 1
"39534" "ChumSalmon" "55015_60" 1
"39535" "ChumSalmon" "55017_134" 1
"39536" "ChumSalmon" "55018_127" 1
"39537" "ChumSalmon" "55018_75" 1
"39538" "ChumSalmon" "55024_28" 1
"39539" "ChumSalmon" "55026_59" 1
"39540" "ChumSalmon" "55026_68" 1
"39541" "ChumSalmon" "55032_139" 1
"39542" "ChumSalmon" "55032_66" 1
"39543" "ChumSalmon" "55040_47" 1
"39544" "ChumSalmon" "55042_22" 1
"39545" "ChumSalmon" "55042_26" 1
"39546" "ChumSalmon" "55043_87" 1
"39547" "ChumSalmon" "55046_59" 1
"39548" "ChumSalmon" "55048_39" 1
"39549" "ChumSalmon" "5505_37" 1
"39550" "ChumSalmon" "55050_38" 1
"39551" "ChumSalmon" "55051_112" 1
"39552" "ChumSalmon" "55051_121" 1
"39553" "ChumSalmon" "55052_12" 1
"39554" "ChumSalmon" "55052_9" 1
"39555" "ChumSalmon" "55056_104" 1
"39556" "ChumSalmon" "55057_91" 1
"39557" "ChumSalmon" "55060_101" 1
"39558" "ChumSalmon" "55060_126" 1
"39559" "ChumSalmon" "55060_28" 1
"39560" "ChumSalmon" "55062_68" 1
"39561" "ChumSalmon" "55064_25" 1
"39562" "ChumSalmon" "55065_133" 1
"39563" "ChumSalmon" "55067_20" 1
"39564" "ChumSalmon" "55070_133" 1
"39565" "ChumSalmon" "55070_135" 1
"39566" "ChumSalmon" "55070_20" 1
"39567" "ChumSalmon" "55070_94" 1
"39568" "ChumSalmon" "55071_119" 1
"39569" "ChumSalmon" "55071_79" 1
"39570" "ChumSalmon" "55072_54" 1
"39571" "ChumSalmon" "55079_15" 1
"39572" "ChumSalmon" "5508_21" 1
"39573" "ChumSalmon" "55084_72" 1
"39574" "ChumSalmon" "55086_64" 1
"39575" "ChumSalmon" "55094_117" 1
"39576" "ChumSalmon" "55096_107" 1
"39577" "ChumSalmon" "55096_38" 1
"39578" "ChumSalmon" "55099_8" 1
"39579" "ChumSalmon" "551_21" 1
"39580" "ChumSalmon" "55102_40" 1
"39581" "ChumSalmon" "55103_137" 1
"39582" "ChumSalmon" "5511_37" 1
"39583" "ChumSalmon" "55112_35" 1
"39584" "ChumSalmon" "55116_19" 1
"39585" "ChumSalmon" "55117_131" 1
"39586" "ChumSalmon" "55117_77" 1
"39587" "ChumSalmon" "55118_23" 1
"39588" "ChumSalmon" "55121_137" 1
"39589" "ChumSalmon" "55121_43" 1
"39590" "ChumSalmon" "55124_107" 1
"39591" "ChumSalmon" "55130_137" 1
"39592" "ChumSalmon" "55130_138" 1
"39593" "ChumSalmon" "55130_58" 1
"39594" "ChumSalmon" "55132_106" 1
"39595" "ChumSalmon" "55132_112" 1
"39596" "ChumSalmon" "55132_131" 1
"39597" "ChumSalmon" "55133_138" 1
"39598" "ChumSalmon" "55133_139" 1
"39599" "ChumSalmon" "55133_16" 1
"39600" "ChumSalmon" "5514_66" 1
"39601" "ChumSalmon" "55141_19" 1
"39602" "ChumSalmon" "55141_56" 1
"39603" "ChumSalmon" "55141_90" 1
"39604" "ChumSalmon" "55144_7" 1
"39605" "ChumSalmon" "55145_115" 1
"39606" "ChumSalmon" "55148_82" 1
"39607" "ChumSalmon" "55150_57" 1
"39608" "ChumSalmon" "55150_58" 1
"39609" "ChumSalmon" "55150_75" 1
"39610" "ChumSalmon" "55151_20" 1
"39611" "ChumSalmon" "55153_119" 1
"39612" "ChumSalmon" "5516_74" 1
"39613" "ChumSalmon" "55160_23" 1
"39614" "ChumSalmon" "55161_125" 1
"39615" "ChumSalmon" "55162_74" 1
"39616" "ChumSalmon" "55163_85" 1
"39617" "ChumSalmon" "55165_53" 1
"39618" "ChumSalmon" "55166_35" 1
"39619" "ChumSalmon" "55167_8" 1
"39620" "ChumSalmon" "5517_72" 1
"39621" "ChumSalmon" "55174_17" 1
"39622" "ChumSalmon" "55177_28" 1
"39623" "ChumSalmon" "55178_119" 1
"39624" "ChumSalmon" "55178_18" 1
"39625" "ChumSalmon" "55180_108" 1
"39626" "ChumSalmon" "55180_43" 1
"39627" "ChumSalmon" "55188_129" 1
"39628" "ChumSalmon" "55193_124" 1
"39629" "ChumSalmon" "55194_25" 1
"39630" "ChumSalmon" "55194_70" 1
"39631" "ChumSalmon" "55194_80" 1
"39632" "ChumSalmon" "55196_88" 1
"39633" "ChumSalmon" "55201_83" 1
"39634" "ChumSalmon" "55208_94" 1
"39635" "ChumSalmon" "55217_41" 1
"39636" "ChumSalmon" "55219_111" 1
"39637" "ChumSalmon" "55219_46" 1
"39638" "ChumSalmon" "55219_78" 1
"39639" "ChumSalmon" "5522_112" 1
"39640" "ChumSalmon" "5522_43" 1
"39641" "ChumSalmon" "55220_106" 1
"39642" "ChumSalmon" "55221_62" 1
"39643" "ChumSalmon" "55222_114" 1
"39644" "ChumSalmon" "55222_92" 1
"39645" "ChumSalmon" "5523_92" 1
"39646" "ChumSalmon" "55230_109" 1
"39647" "ChumSalmon" "55230_19" 1
"39648" "ChumSalmon" "55234_75" 1
"39649" "ChumSalmon" "55234_78" 1
"39650" "ChumSalmon" "55235_22" 1
"39651" "ChumSalmon" "55239_9" 1
"39652" "ChumSalmon" "55249_28" 1
"39653" "ChumSalmon" "55250_112" 1
"39654" "ChumSalmon" "55250_63" 1
"39655" "ChumSalmon" "55251_112" 1
"39656" "ChumSalmon" "55251_16" 1
"39657" "ChumSalmon" "5526_48" 1
"39658" "ChumSalmon" "55260_95" 1
"39659" "ChumSalmon" "55260_97" 1
"39660" "ChumSalmon" "55261_61" 1
"39661" "ChumSalmon" "55265_14" 1
"39662" "ChumSalmon" "55268_63" 1
"39663" "ChumSalmon" "55270_66" 1
"39664" "ChumSalmon" "55278_109" 1
"39665" "ChumSalmon" "55278_138" 1
"39666" "ChumSalmon" "55279_10" 1
"39667" "ChumSalmon" "55281_52" 1
"39668" "ChumSalmon" "55281_91" 1
"39669" "ChumSalmon" "55282_129" 1
"39670" "ChumSalmon" "55282_46" 1
"39671" "ChumSalmon" "55285_130" 1
"39672" "ChumSalmon" "55285_99" 1
"39673" "ChumSalmon" "55286_139" 1
"39674" "ChumSalmon" "55287_106" 1
"39675" "ChumSalmon" "55288_42" 1
"39676" "ChumSalmon" "55288_52" 1
"39677" "ChumSalmon" "55289_38" 1
"39678" "ChumSalmon" "55290_120" 1
"39679" "ChumSalmon" "55291_136" 1
"39680" "ChumSalmon" "55293_73" 1
"39681" "ChumSalmon" "55295_77" 1
"39682" "ChumSalmon" "5530_16" 1
"39683" "ChumSalmon" "55301_95" 1
"39684" "ChumSalmon" "55312_25" 1
"39685" "ChumSalmon" "55312_30" 1
"39686" "ChumSalmon" "55315_106" 1
"39687" "ChumSalmon" "55316_118" 1
"39688" "ChumSalmon" "55317_25" 1
"39689" "ChumSalmon" "55317_79" 1
"39690" "ChumSalmon" "55319_61" 1
"39691" "ChumSalmon" "55327_108" 1
"39692" "ChumSalmon" "55328_8" 1
"39693" "ChumSalmon" "5533_94" 1
"39694" "ChumSalmon" "55331_28" 1
"39695" "ChumSalmon" "55333_130" 1
"39696" "ChumSalmon" "55341_59" 1
"39697" "ChumSalmon" "55345_8" 1
"39698" "ChumSalmon" "55347_102" 1
"39699" "ChumSalmon" "55350_79" 1
"39700" "ChumSalmon" "55352_52" 1
"39701" "ChumSalmon" "55354_29" 1
"39702" "ChumSalmon" "55354_48" 1
"39703" "ChumSalmon" "55356_112" 1
"39704" "ChumSalmon" "55358_16" 1
"39705" "ChumSalmon" "5536_10" 1
"39706" "ChumSalmon" "5536_28" 1
"39707" "ChumSalmon" "55360_51" 1
"39708" "ChumSalmon" "55365_121" 1
"39709" "ChumSalmon" "55365_62" 1
"39710" "ChumSalmon" "55368_15" 1
"39711" "ChumSalmon" "55370_39" 1
"39712" "ChumSalmon" "55374_56" 1
"39713" "ChumSalmon" "55378_107" 1
"39714" "ChumSalmon" "55378_63" 1
"39715" "ChumSalmon" "5538_32" 1
"39716" "ChumSalmon" "55382_55" 1
"39717" "ChumSalmon" "55382_72" 1
"39718" "ChumSalmon" "55383_130" 1
"39719" "ChumSalmon" "55385_61" 1
"39720" "ChumSalmon" "55388_125" 1
"39721" "ChumSalmon" "55388_129" 1
"39722" "ChumSalmon" "55388_39" 1
"39723" "ChumSalmon" "55388_45" 1
"39724" "ChumSalmon" "55389_48" 1
"39725" "ChumSalmon" "55391_132" 1
"39726" "ChumSalmon" "55393_45" 1
"39727" "ChumSalmon" "55393_80" 1
"39728" "ChumSalmon" "55396_31" 1
"39729" "ChumSalmon" "55397_89" 1
"39730" "ChumSalmon" "554_18" 1
"39731" "ChumSalmon" "554_30" 1
"39732" "ChumSalmon" "55405_69" 1
"39733" "ChumSalmon" "55407_116" 1
"39734" "ChumSalmon" "55413_25" 1
"39735" "ChumSalmon" "55420_72" 1
"39736" "ChumSalmon" "55426_130" 1
"39737" "ChumSalmon" "55429_118" 1
"39738" "ChumSalmon" "55429_43" 1
"39739" "ChumSalmon" "55431_127" 1
"39740" "ChumSalmon" "55432_14" 1
"39741" "ChumSalmon" "55433_93" 1
"39742" "ChumSalmon" "55436_77" 1
"39743" "ChumSalmon" "55437_109" 1
"39744" "ChumSalmon" "55440_26" 1
"39745" "ChumSalmon" "55447_24" 1
"39746" "ChumSalmon" "55453_91" 1
"39747" "ChumSalmon" "55458_81" 1
"39748" "ChumSalmon" "5546_54" 1
"39749" "ChumSalmon" "5546_94" 1
"39750" "ChumSalmon" "5546_97" 1
"39751" "ChumSalmon" "55463_102" 1
"39752" "ChumSalmon" "55463_129" 1
"39753" "ChumSalmon" "55463_50" 1
"39754" "ChumSalmon" "55463_54" 1
"39755" "ChumSalmon" "55468_65" 1
"39756" "ChumSalmon" "55470_31" 1
"39757" "ChumSalmon" "55470_54" 1
"39758" "ChumSalmon" "55472_55" 1
"39759" "ChumSalmon" "55472_84" 1
"39760" "ChumSalmon" "55472_99" 1
"39761" "ChumSalmon" "55473_74" 1
"39762" "ChumSalmon" "55479_67" 1
"39763" "ChumSalmon" "55480_56" 1
"39764" "ChumSalmon" "55481_54" 1
"39765" "ChumSalmon" "55483_26" 1
"39766" "ChumSalmon" "55488_23" 1
"39767" "ChumSalmon" "55495_100" 1
"39768" "ChumSalmon" "55499_126" 1
"39769" "ChumSalmon" "55499_136" 1
"39770" "ChumSalmon" "55503_102" 1
"39771" "ChumSalmon" "55511_112" 1
"39772" "ChumSalmon" "55512_114" 1
"39773" "ChumSalmon" "55512_67" 1
"39774" "ChumSalmon" "55516_52" 1
"39775" "ChumSalmon" "55517_100" 1
"39776" "ChumSalmon" "55520_94" 1
"39777" "ChumSalmon" "55523_7" 1
"39778" "ChumSalmon" "55527_72" 1
"39779" "ChumSalmon" "55528_55" 1
"39780" "ChumSalmon" "55530_70" 1
"39781" "ChumSalmon" "55531_38" 1
"39782" "ChumSalmon" "55531_87" 1
"39783" "ChumSalmon" "55537_72" 1
"39784" "ChumSalmon" "55538_138" 1
"39785" "ChumSalmon" "55540_130" 1
"39786" "ChumSalmon" "55542_118" 1
"39787" "ChumSalmon" "55552_17" 1
"39788" "ChumSalmon" "55553_28" 1
"39789" "ChumSalmon" "55554_16" 1
"39790" "ChumSalmon" "55554_79" 1
"39791" "ChumSalmon" "55554_99" 1
"39792" "ChumSalmon" "55555_75" 1
"39793" "ChumSalmon" "55564_34" 1
"39794" "ChumSalmon" "55566_34" 1
"39795" "ChumSalmon" "55568_28" 1
"39796" "ChumSalmon" "55568_30" 1
"39797" "ChumSalmon" "55576_39" 1
"39798" "ChumSalmon" "5558_126" 1
"39799" "ChumSalmon" "5558_52" 1
"39800" "ChumSalmon" "5558_98" 1
"39801" "ChumSalmon" "55580_11" 1
"39802" "ChumSalmon" "55580_114" 1
"39803" "ChumSalmon" "55580_133" 1
"39804" "ChumSalmon" "55580_136" 1
"39805" "ChumSalmon" "55580_43" 1
"39806" "ChumSalmon" "55580_57" 1
"39807" "ChumSalmon" "55584_129" 1
"39808" "ChumSalmon" "55584_137" 1
"39809" "ChumSalmon" "5559_60" 1
"39810" "ChumSalmon" "55590_90" 1
"39811" "ChumSalmon" "55597_6" 1
"39812" "ChumSalmon" "556_90" 1
"39813" "ChumSalmon" "55601_120" 1
"39814" "ChumSalmon" "55602_10" 1
"39815" "ChumSalmon" "55606_67" 1
"39816" "ChumSalmon" "55607_38" 1
"39817" "ChumSalmon" "55607_95" 1
"39818" "ChumSalmon" "55623_77" 1
"39819" "ChumSalmon" "55626_101" 1
"39820" "ChumSalmon" "55627_103" 1
"39821" "ChumSalmon" "55627_40" 1
"39822" "ChumSalmon" "55628_115" 1
"39823" "ChumSalmon" "55628_55" 1
"39824" "ChumSalmon" "55631_125" 1
"39825" "ChumSalmon" "55633_122" 1
"39826" "ChumSalmon" "55633_49" 1
"39827" "ChumSalmon" "55633_60" 1
"39828" "ChumSalmon" "55634_101" 1
"39829" "ChumSalmon" "55634_87" 1
"39830" "ChumSalmon" "55635_64" 1
"39831" "ChumSalmon" "55643_33" 1
"39832" "ChumSalmon" "55643_41" 1
"39833" "ChumSalmon" "55643_8" 1
"39834" "ChumSalmon" "55645_121" 1
"39835" "ChumSalmon" "55645_58" 1
"39836" "ChumSalmon" "55646_119" 1
"39837" "ChumSalmon" "55647_54" 1
"39838" "ChumSalmon" "5565_128" 1
"39839" "ChumSalmon" "55651_108" 1
"39840" "ChumSalmon" "55651_131" 1
"39841" "ChumSalmon" "55656_77" 1
"39842" "ChumSalmon" "55658_101" 1
"39843" "ChumSalmon" "55659_37" 1
"39844" "ChumSalmon" "55668_104" 1
"39845" "ChumSalmon" "55669_108" 1
"39846" "ChumSalmon" "55669_37" 1
"39847" "ChumSalmon" "5567_42" 1
"39848" "ChumSalmon" "55670_48" 1
"39849" "ChumSalmon" "55670_78" 1
"39850" "ChumSalmon" "55673_30" 1
"39851" "ChumSalmon" "55675_74" 1
"39852" "ChumSalmon" "55677_48" 1
"39853" "ChumSalmon" "5568_6" 1
"39854" "ChumSalmon" "55680_65" 1
"39855" "ChumSalmon" "55682_62" 1
"39856" "ChumSalmon" "55685_127" 1
"39857" "ChumSalmon" "55685_30" 1
"39858" "ChumSalmon" "55686_71" 1
"39859" "ChumSalmon" "55690_115" 1
"39860" "ChumSalmon" "55692_54" 1
"39861" "ChumSalmon" "55692_75" 1
"39862" "ChumSalmon" "55697_53" 1
"39863" "ChumSalmon" "55698_137" 1
"39864" "ChumSalmon" "557_78" 1
"39865" "ChumSalmon" "55708_39" 1
"39866" "ChumSalmon" "55708_91" 1
"39867" "ChumSalmon" "55709_87" 1
"39868" "ChumSalmon" "55714_59" 1
"39869" "ChumSalmon" "55716_15" 1
"39870" "ChumSalmon" "55716_78" 1
"39871" "ChumSalmon" "55716_97" 1
"39872" "ChumSalmon" "55720_101" 1
"39873" "ChumSalmon" "55720_22" 1
"39874" "ChumSalmon" "55721_139" 1
"39875" "ChumSalmon" "55721_94" 1
"39876" "ChumSalmon" "55721_95" 1
"39877" "ChumSalmon" "55724_11" 1
"39878" "ChumSalmon" "55728_119" 1
"39879" "ChumSalmon" "5573_107" 1
"39880" "ChumSalmon" "5573_38" 1
"39881" "ChumSalmon" "55731_54" 1
"39882" "ChumSalmon" "55732_114" 1
"39883" "ChumSalmon" "55735_55" 1
"39884" "ChumSalmon" "55736_99" 1
"39885" "ChumSalmon" "55739_108" 1
"39886" "ChumSalmon" "5574_39" 1
"39887" "ChumSalmon" "55741_37" 1
"39888" "ChumSalmon" "55746_129" 1
"39889" "ChumSalmon" "55746_46" 1
"39890" "ChumSalmon" "55746_74" 1
"39891" "ChumSalmon" "55752_113" 1
"39892" "ChumSalmon" "55759_12" 1
"39893" "ChumSalmon" "55759_38" 1
"39894" "ChumSalmon" "55760_63" 1
"39895" "ChumSalmon" "55763_38" 1
"39896" "ChumSalmon" "55763_54" 1
"39897" "ChumSalmon" "55764_82" 1
"39898" "ChumSalmon" "55764_90" 1
"39899" "ChumSalmon" "55767_52" 1
"39900" "ChumSalmon" "55774_117" 1
"39901" "ChumSalmon" "55776_50" 1
"39902" "ChumSalmon" "55776_72" 1
"39903" "ChumSalmon" "5578_84" 1
"39904" "ChumSalmon" "55782_51" 1
"39905" "ChumSalmon" "55789_65" 1
"39906" "ChumSalmon" "55790_61" 1
"39907" "ChumSalmon" "55790_95" 1
"39908" "ChumSalmon" "55791_11" 1
"39909" "ChumSalmon" "55791_49" 1
"39910" "ChumSalmon" "55795_41" 1
"39911" "ChumSalmon" "55800_116" 1
"39912" "ChumSalmon" "55800_131" 1
"39913" "ChumSalmon" "55800_137" 1
"39914" "ChumSalmon" "55803_107" 1
"39915" "ChumSalmon" "55807_52" 1
"39916" "ChumSalmon" "55810_55" 1
"39917" "ChumSalmon" "55810_8" 1
"39918" "ChumSalmon" "55813_42" 1
"39919" "ChumSalmon" "55813_65" 1
"39920" "ChumSalmon" "55816_8" 1
"39921" "ChumSalmon" "5582_137" 1
"39922" "ChumSalmon" "55821_26" 1
"39923" "ChumSalmon" "55823_31" 1
"39924" "ChumSalmon" "55824_51" 1
"39925" "ChumSalmon" "55825_64" 1
"39926" "ChumSalmon" "55826_113" 1
"39927" "ChumSalmon" "55826_117" 1
"39928" "ChumSalmon" "55833_133" 1
"39929" "ChumSalmon" "55835_110" 1
"39930" "ChumSalmon" "55835_133" 1
"39931" "ChumSalmon" "5584_74" 1
"39932" "ChumSalmon" "55840_126" 1
"39933" "ChumSalmon" "55840_49" 1
"39934" "ChumSalmon" "55841_116" 1
"39935" "ChumSalmon" "55846_8" 1
"39936" "ChumSalmon" "55846_90" 1
"39937" "ChumSalmon" "5585_99" 1
"39938" "ChumSalmon" "55852_28" 1
"39939" "ChumSalmon" "55856_12" 1
"39940" "ChumSalmon" "55862_52" 1
"39941" "ChumSalmon" "55866_107" 1
"39942" "ChumSalmon" "55875_103" 1
"39943" "ChumSalmon" "55875_106" 1
"39944" "ChumSalmon" "55877_34" 1
"39945" "ChumSalmon" "55882_32" 1
"39946" "ChumSalmon" "55885_112" 1
"39947" "ChumSalmon" "55887_90" 1
"39948" "ChumSalmon" "5589_15" 1
"39949" "ChumSalmon" "55891_32" 1
"39950" "ChumSalmon" "55891_72" 1
"39951" "ChumSalmon" "55893_39" 1
"39952" "ChumSalmon" "55893_62" 1
"39953" "ChumSalmon" "55893_7" 1
"39954" "ChumSalmon" "559_60" 1
"39955" "ChumSalmon" "55907_33" 1
"39956" "ChumSalmon" "55907_41" 1
"39957" "ChumSalmon" "55909_105" 1
"39958" "ChumSalmon" "55909_120" 1
"39959" "ChumSalmon" "55910_107" 1
"39960" "ChumSalmon" "55910_39" 1
"39961" "ChumSalmon" "55911_115" 1
"39962" "ChumSalmon" "55912_88" 1
"39963" "ChumSalmon" "55917_102" 1
"39964" "ChumSalmon" "55918_137" 1
"39965" "ChumSalmon" "5592_117" 1
"39966" "ChumSalmon" "55920_114" 1
"39967" "ChumSalmon" "55929_119" 1
"39968" "ChumSalmon" "55929_125" 1
"39969" "ChumSalmon" "55933_22" 1
"39970" "ChumSalmon" "55937_135" 1
"39971" "ChumSalmon" "55937_78" 1
"39972" "ChumSalmon" "55938_73" 1
"39973" "ChumSalmon" "55939_58" 1
"39974" "ChumSalmon" "55939_82" 1
"39975" "ChumSalmon" "5594_95" 1
"39976" "ChumSalmon" "55942_9" 1
"39977" "ChumSalmon" "55950_99" 1
"39978" "ChumSalmon" "55953_69" 1
"39979" "ChumSalmon" "55953_75" 1
"39980" "ChumSalmon" "55954_56" 1
"39981" "ChumSalmon" "55955_131" 1
"39982" "ChumSalmon" "55955_136" 1
"39983" "ChumSalmon" "55959_26" 1
"39984" "ChumSalmon" "55959_54" 1
"39985" "ChumSalmon" "55965_106" 1
"39986" "ChumSalmon" "55965_74" 1
"39987" "ChumSalmon" "55965_75" 1
"39988" "ChumSalmon" "55968_28" 1
"39989" "ChumSalmon" "55970_136" 1
"39990" "ChumSalmon" "55975_139" 1
"39991" "ChumSalmon" "55976_75" 1
"39992" "ChumSalmon" "55979_130" 1
"39993" "ChumSalmon" "55985_113" 1
"39994" "ChumSalmon" "55985_18" 1
"39995" "ChumSalmon" "55985_20" 1
"39996" "ChumSalmon" "55985_28" 1
"39997" "ChumSalmon" "55990_20" 1
"39998" "ChumSalmon" "55993_8" 1
"39999" "ChumSalmon" "55997_133" 1
"40000" "ChumSalmon" "55999_66" 1
"40001" "ChumSalmon" "5600_79" 1
"40002" "ChumSalmon" "56001_26" 1
"40003" "ChumSalmon" "56001_34" 1
"40004" "ChumSalmon" "56004_65" 1
"40005" "ChumSalmon" "56005_78" 1
"40006" "ChumSalmon" "56005_83" 1
"40007" "ChumSalmon" "56005_99" 1
"40008" "ChumSalmon" "56007_104" 1
"40009" "ChumSalmon" "56010_72" 1
"40010" "ChumSalmon" "56011_83" 1
"40011" "ChumSalmon" "56012_128" 1
"40012" "ChumSalmon" "56012_72" 1
"40013" "ChumSalmon" "56017_6" 1
"40014" "ChumSalmon" "56017_82" 1
"40015" "ChumSalmon" "56023_77" 1
"40016" "ChumSalmon" "56025_10" 1
"40017" "ChumSalmon" "56027_109" 1
"40018" "ChumSalmon" "56030_66" 1
"40019" "ChumSalmon" "56032_45" 1
"40020" "ChumSalmon" "56033_73" 1
"40021" "ChumSalmon" "56034_105" 1
"40022" "ChumSalmon" "56035_109" 1
"40023" "ChumSalmon" "56035_110" 1
"40024" "ChumSalmon" "56035_128" 1
"40025" "ChumSalmon" "56035_82" 1
"40026" "ChumSalmon" "56037_138" 1
"40027" "ChumSalmon" "56048_63" 1
"40028" "ChumSalmon" "5605_54" 1
"40029" "ChumSalmon" "56061_98" 1
"40030" "ChumSalmon" "56061_99" 1
"40031" "ChumSalmon" "56069_126" 1
"40032" "ChumSalmon" "5607_85" 1
"40033" "ChumSalmon" "56072_10" 1
"40034" "ChumSalmon" "56072_65" 1
"40035" "ChumSalmon" "56073_127" 1
"40036" "ChumSalmon" "56073_73" 1
"40037" "ChumSalmon" "56074_51" 1
"40038" "ChumSalmon" "56074_86" 1
"40039" "ChumSalmon" "56074_91" 1
"40040" "ChumSalmon" "56077_62" 1
"40041" "ChumSalmon" "56079_56" 1
"40042" "ChumSalmon" "56082_58" 1
"40043" "ChumSalmon" "56083_109" 1
"40044" "ChumSalmon" "56083_123" 1
"40045" "ChumSalmon" "56086_130" 1
"40046" "ChumSalmon" "56086_92" 1
"40047" "ChumSalmon" "5609_129" 1
"40048" "ChumSalmon" "5609_81" 1
"40049" "ChumSalmon" "56096_11" 1
"40050" "ChumSalmon" "56096_6" 1
"40051" "ChumSalmon" "56098_73" 1
"40052" "ChumSalmon" "56099_43" 1
"40053" "ChumSalmon" "56099_64" 1
"40054" "ChumSalmon" "56099_90" 1
"40055" "ChumSalmon" "561_49" 1
"40056" "ChumSalmon" "56101_39" 1
"40057" "ChumSalmon" "56102_37" 1
"40058" "ChumSalmon" "56105_65" 1
"40059" "ChumSalmon" "56109_106" 1
"40060" "ChumSalmon" "56109_35" 1
"40061" "ChumSalmon" "56109_70" 1
"40062" "ChumSalmon" "5611_17" 1
"40063" "ChumSalmon" "56110_32" 1
"40064" "ChumSalmon" "56117_34" 1
"40065" "ChumSalmon" "56121_10" 1
"40066" "ChumSalmon" "56121_52" 1
"40067" "ChumSalmon" "56121_58" 1
"40068" "ChumSalmon" "56122_17" 1
"40069" "ChumSalmon" "56122_64" 1
"40070" "ChumSalmon" "56125_136" 1
"40071" "ChumSalmon" "56125_14" 1
"40072" "ChumSalmon" "56129_98" 1
"40073" "ChumSalmon" "56130_74" 1
"40074" "ChumSalmon" "56133_115" 1
"40075" "ChumSalmon" "56133_127" 1
"40076" "ChumSalmon" "56133_42" 1
"40077" "ChumSalmon" "56137_83" 1
"40078" "ChumSalmon" "56139_86" 1
"40079" "ChumSalmon" "5614_138" 1
"40080" "ChumSalmon" "5614_79" 1
"40081" "ChumSalmon" "56141_112" 1
"40082" "ChumSalmon" "56141_64" 1
"40083" "ChumSalmon" "56145_138" 1
"40084" "ChumSalmon" "56145_54" 1
"40085" "ChumSalmon" "56149_28" 1
"40086" "ChumSalmon" "56149_47" 1
"40087" "ChumSalmon" "5615_64" 1
"40088" "ChumSalmon" "56150_118" 1
"40089" "ChumSalmon" "56150_135" 1
"40090" "ChumSalmon" "56154_121" 1
"40091" "ChumSalmon" "56154_29" 1
"40092" "ChumSalmon" "56154_47" 1
"40093" "ChumSalmon" "56154_52" 1
"40094" "ChumSalmon" "56157_42" 1
"40095" "ChumSalmon" "56158_101" 1
"40096" "ChumSalmon" "56158_112" 1
"40097" "ChumSalmon" "5616_132" 1
"40098" "ChumSalmon" "5616_69" 1
